date_of_infraction,infraction_code,infraction_description,set_fine_amount,location2
20220306,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,10 HUMBERLINE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,10 HUMBERLINE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,2020 DON MILLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,362 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,362 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,1131 SANDHURST CIR
20220306,3,PARK ON PRIVATE PROPERTY,30,2020 DON MILLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,362 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,362 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,234 ALBION RD
20220306,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,650 KING ST W
20220306,3,PARK ON PRIVATE PROPERTY,30,234 ALBION RD
20220306,3,PARK ON PRIVATE PROPERTY,30,234 ALBION RD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 HUMBERLINE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,366 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,366 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,10 HUMBERLINE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,100 BURROWS HALL BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,2010 DON MILL RD
20220306,3,PARK ON PRIVATE PROPERTY,30,200 VAN HORNE AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,145 LONG BRANCH AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,100 BURROWS HALL BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 HUMBERLINE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,200 VAN HORNE AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,125 NEPTUNE DRIVE
20220306,3,PARK ON PRIVATE PROPERTY,30,145 LONG BRANCH AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,100 BURROWS HALL BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 HUMBERLINE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,2040 DON MILLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,200 VAN HORNE AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,25 TELEGRAM MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,77 FINCH AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2040 DON MILLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,145 LONG BRANCH AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,77 FINCH AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,25 TELEGRAM MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,2040 DON MILLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,25 TELEGRAM MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,145 LONG BRANCH AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,238 ALBION ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,364 THE EAST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,25 TELEGRAM MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,2040 DON MILLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,25 TELEGRAM MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,238 ABLION ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,5 NORTHTOWN WAY
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,145 LONG BRANCH AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,145 LONG BRANCH AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,60 HEINTZMAN ST
20220306,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,431 MILITARY TRAIL
20220306,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220306,3,PARK ON PRIVATE PROPERTY,30,431 MILITARY TRAIL
20220306,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220306,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,20 MINOWAN MIIKAN LANE
20220306,3,PARK ON PRIVATE PROPERTY,30,1901 MARTIN GROVE ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,125 PETER ST
20220306,3,PARK ON PRIVATE PROPERTY,30,1250 BRIMLEY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,75 THE DONWAY WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,85 QUEENS WHARF RD
20220306,3,PARK ON PRIVATE PROPERTY,30,1901 MARTIN GROVE ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,75 BLACKWELL AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,75 THE DONWAY WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,75 THE DONWAY WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,50 BRUYERES MEWS
20220306,3,PARK ON PRIVATE PROPERTY,30,591 SHEPPARD AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,75 THE DONWAY WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,2261 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,585 KING ST E
20220306,3,PARK ON PRIVATE PROPERTY,30,8 EATON PARK LN
20220306,3,PARK ON PRIVATE PROPERTY,30,2261 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,100 WINGARDEN CRT
20220306,3,PARK ON PRIVATE PROPERTY,30,585 KING ST E
20220306,3,PARK ON PRIVATE PROPERTY,30,8 EATON PARK LN
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,2261 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,75 THE DONWAY WEST
20220306,3,PARK ON PRIVATE PROPERTY,30,80 ALTON TOWERS CRCL
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,8 EATON PARK LN
20220306,3,PARK ON PRIVATE PROPERTY,30,80 ALTON TOWERS CRCL
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,2261 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,600 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,585 KING ST E
20220306,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220306,3,PARK ON PRIVATE PROPERTY,30,80 ALTON TOWERS CRCL
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,600 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,8 EATON PARK LN
20220306,3,PARK ON PRIVATE PROPERTY,30,18 KENASTON GDNS
20220306,3,PARK ON PRIVATE PROPERTY,30,80 ALTON TOWERS CRCL
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,600 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,600 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,812 BURNHAMTHORPE RD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2267 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,600 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2464 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,8 EATON PARK LN
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,169 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,32 SCARFAIR PATHWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,56 FOREST MANOR RD
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,628 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,66 SCARFAIR PATHWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,10 YORK ST
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,628 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2464 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,2285 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,2285 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,2464 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,628 FLEET ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2285 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,2285 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,2464 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,511 THE WEST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,511 THE WEST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,511 THE WEST MALL
20220306,3,PARK ON PRIVATE PROPERTY,30,2464 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,1251 BRIDLETOWNE CRL
20220306,3,PARK ON PRIVATE PROPERTY,30,231 FORT YORK BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,2464 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,49 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,525 WILSON AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,525 WILSON AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,2495 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2495 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2495 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,525 WILSON AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,2756 OLD LESLIE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,401 SEWELLS RD
20220306,3,PARK ON PRIVATE PROPERTY,30,2 EVA RD
20220306,3,PARK ON PRIVATE PROPERTY,30,2059 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,2 EVA RD
20220306,3,PARK ON PRIVATE PROPERTY,30,2059 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,381 FRONT ST W
20220306,3,PARK ON PRIVATE PROPERTY,30,2 EVA RD
20220306,3,PARK ON PRIVATE PROPERTY,30,381 FRONT ST W
20220306,3,PARK ON PRIVATE PROPERTY,30,225 SACKVILLE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2059 WESTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,2 EVA RD
20220306,3,PARK ON PRIVATE PROPERTY,30,225 SACKVILLE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,1250 BRIMLEY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220306,3,PARK ON PRIVATE PROPERTY,30,4662 KINGSTON RD
20220306,3,PARK ON PRIVATE PROPERTY,30,1250 BRIMLEY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,3380 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,4662 KINGSTON RD
20220306,3,PARK ON PRIVATE PROPERTY,30,135 ANTIBES DR
20220306,3,PARK ON PRIVATE PROPERTY,30,135 ANTIBES DR
20220306,3,PARK ON PRIVATE PROPERTY,30,21 LAWREN HARRIS SQ
20220306,3,PARK ON PRIVATE PROPERTY,30,3380 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,3392 KINGSTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,25 VIKING LANE
20220306,3,PARK ON PRIVATE PROPERTY,30,135 ANTIBES DR
20220306,3,PARK ON PRIVATE PROPERTY,30,16 BLOORVIEW PL
20220306,3,PARK ON PRIVATE PROPERTY,30,25 VIKING LANE
20220306,3,PARK ON PRIVATE PROPERTY,30,135 ANTIBES DR
20220306,3,PARK ON PRIVATE PROPERTY,30,55 COLLINSGROVE RD
20220306,3,PARK ON PRIVATE PROPERTY,30,25 COLLINSGROVE RD
20220306,3,PARK ON PRIVATE PROPERTY,30,580 MIDLAND AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,3640 ST CLAIR AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,3640 ST CLAIR AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,110 LING RD
20220306,3,PARK ON PRIVATE PROPERTY,30,45 LIVINGSTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,3640 ST CLAIR AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,45 LIVINGSTON ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,10 RODDA BLVD
20220306,3,PARK ON PRIVATE PROPERTY,30,5418 YONGE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,185 GALLOWAY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2460 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2460 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2460 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,281 MUTUAL ST
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,75 ALFORD CRES
20220306,3,PARK ON PRIVATE PROPERTY,30,281 MUTUAL ST
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,75 ALFORD CRES
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,38 IANNUZZI ST
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,2230 LAKE SHORE BLVD W
20220306,3,PARK ON PRIVATE PROPERTY,30,481 ROSEWELL AVE
20220306,3,PARK ON PRIVATE PROPERTY,30,120 PARLIAMENT ST
20220306,3,PARK ON PRIVATE PROPERTY,30,51 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,51 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,51 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,4062 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,99 THE DONWAY W
20220306,3,PARK ON PRIVATE PROPERTY,30,99 THE DONWAY W
20220306,3,PARK ON PRIVATE PROPERTY,30,10 EMPRINGHAM DR
20220306,3,PARK ON PRIVATE PROPERTY,30,4064 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,4064 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220306,3,PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2800 KEELE STREET
20220306,3,PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,3700 LAWRENCE AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,3091 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2758 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,2758 EGLINTON AVE E
20220306,3,PARK ON PRIVATE PROPERTY,30,10 ALLANHURST DRIVE
20220306,3,PARK ON PRIVATE PROPERTY,30,15 LA ROSE AVENUE
20220306,3,PARK ON PRIVATE PROPERTY,30,15 LA ROSE AVENUE
20220306,3,PARK ON PRIVATE PROPERTY,30,15 LA ROSE AVENUE
20220306,3,PARK ON PRIVATE PROPERTY,30,15 LA ROSE AVENUE
20220306,3,PARK ON PRIVATE PROPERTY,30,15 LA ROSE AVENUE
20220306,3,PARK ON PRIVATE PROPERTY,30,1407 ROYAL YORK ROAD
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,4001 LELSIE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,103 THE QUEENSWAY
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,350 COOK RD
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,4001 LESLIE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,350 COOK RD
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,170 CHALKFARM DR
20220306,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,55 EAST LIBERTY ST
20220306,3,PARK ON PRIVATE PROPERTY,30,125 WESTERN BATTERY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,125 WESTERN BATTERY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,125 WESTERN BATTERY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,125 WESTERN BATTERY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,125 WESTERN BATTERY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,125 WESTERN BATTERY RD
20220306,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,4700 KEELE ST
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,390 DAWES RD
20220306,3,PARK ON PRIVATE PROPERTY,30,7 DRIFTWOOD CRT
20220306,3,PARK ON PRIVATE PROPERTY,30,5 ST JOSEPH ST
20220306,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
