date_of_infraction,infraction_code,infraction_description,set_fine_amount,location2
20220103,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220103,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220103,3,PARK ON PRIVATE PROPERTY,30,125 BLUE JAYS WAY
20220103,3,PARK ON PRIVATE PROPERTY,30,108 FINCH AV W
20220103,3,PARK ON PRIVATE PROPERTY,30,108 FINCH AVE W
20220103,3,PARK ON PRIVATE PROPERTY,30,10 ST LAWRENCE ST
20220103,3,PARK ON PRIVATE PROPERTY,30,1137 ROYAL YORK RD
20220103,3,PARK ON PRIVATE PROPERTY,30,112 LIPPINCOTT ST
20220103,3,PARK ON PRIVATE PROPERTY,30,1137 ROYAL YORK RD
20220103,3,PARK ON PRIVATE PROPERTY,30,101 CHARLES ST E
20220103,3,PARK ON PRIVATE PROPERTY,30,1137 ROYAL YORK RD
20220103,3,PARK ON PRIVATE PROPERTY,30,101 CHARLES ST E
20220103,3,PARK ON PRIVATE PROPERTY,30,101 CHARLES ST E
20220103,3,PARK ON PRIVATE PROPERTY,30,1137 ROYAL YORK RD
20220103,3,PARK ON PRIVATE PROPERTY,30,11 LIVONIA PL
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,117 MCMAHON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,210 VICTORIA ST
20220103,3,PARK ON PRIVATE PROPERTY,30,9 BOGERT AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,119 MERTON ST
20220103,3,PARK ON PRIVATE PROPERTY,30,7001 STEELES AVENUE WEST
20220103,3,PARK ON PRIVATE PROPERTY,30,7001 STEELES AVENUE WEST
20220103,3,PARK ON PRIVATE PROPERTY,30,83 SHORE BREEZE DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,101 KENDLETON DR
20220103,3,PARK ON PRIVATE PROPERTY,30,42 HARBORD STREET
20220103,3,PARK ON PRIVATE PROPERTY,30,239 ROYWOOD DR
20220103,3,PARK ON PRIVATE PROPERTY,30,3091 DUFFERIN ST
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,18 MAITLAND TER
20220103,3,PARK ON PRIVATE PROPERTY,30,1 KINGS COLLEGE CIRCLE
20220103,3,PARK ON PRIVATE PROPERTY,30,7 KINGS COLLEGE CIRCLE
20220103,3,PARK ON PRIVATE PROPERTY,30,5 MARINER TER
20220103,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,269 COXWELL AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,80 LYNN WILLIAMS ST
20220103,3,PARK ON PRIVATE PROPERTY,30,1735 KIPLING AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,15 FORT YORK BLVD
20220103,3,PARK ON PRIVATE PROPERTY,30,1 SHAW ST
20220103,3,PARK ON PRIVATE PROPERTY,30,90 NIAGARA ST
20220103,3,PARK ON PRIVATE PROPERTY,30,90 NIAGARA ST
20220103,3,PARK ON PRIVATE PROPERTY,30,90 NIAGARA ST
20220103,3,PARK ON PRIVATE PROPERTY,30,90 NIAGARA ST
20220103,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220103,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220103,3,PARK ON PRIVATE PROPERTY,30,1230 YORK MILLS RD
20220103,3,PARK ON PRIVATE PROPERTY,30,2550 LAWRENCE AVE E
20220103,3,PARK ON PRIVATE PROPERTY,30,410 MCCOWAN RD
20220103,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220103,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220103,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220103,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220103,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220103,3,PARK ON PRIVATE PROPERTY,30,1029 KING ST W
20220103,3,PARK ON PRIVATE PROPERTY,30,70 EDWARD ST
20220103,3,PARK ON PRIVATE PROPERTY,30,21 LAWREN HARRIS SQ
20220103,3,PARK ON PRIVATE PROPERTY,30,111 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,111 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,141 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,141 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,141 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,50 TRUDELLE ST
20220103,3,PARK ON PRIVATE PROPERTY,30,141 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,185 COSBURN AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,16 BONNYCASTLE ST
20220103,3,PARK ON PRIVATE PROPERTY,30,99 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,4020 DUNDAS S TW
20220103,3,PARK ON PRIVATE PROPERTY,30,99 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,99 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,33 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,33 SHORE BREEZE DR
20220103,3,PARK ON PRIVATE PROPERTY,30,215 MANSE RD
20220103,3,PARK ON PRIVATE PROPERTY,30,33 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,33 DAVISVILLE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,105 ROWENA DR
20220103,3,PARK ON PRIVATE PROPERTY,30,105 ROWENA DR
20220103,3,PARK ON PRIVATE PROPERTY,30,170 CHALKFARM DR
20220103,3,PARK ON PRIVATE PROPERTY,30,53 THORNCLIFFE PARK DR
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,56 THORNCLIFFE PARK DR
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,170 BAYVIEW AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,118 BALLIOL ST
20220103,3,PARK ON PRIVATE PROPERTY,30,65 EAST LIBERTY ST
20220103,3,PARK ON PRIVATE PROPERTY,30,75 QUEENS WHARF RD
20220103,3,PARK ON PRIVATE PROPERTY,30,75 QUEENS WHARF RD
20220103,3,PARK ON PRIVATE PROPERTY,30,75 QUEENS WHARF RD
20220103,3,PARK ON PRIVATE PROPERTY,30,75 QUEENS WHARF RD
20220103,3,PARK ON PRIVATE PROPERTY,30,75 QUEENS WHARF RD
20220103,3,PARK ON PRIVATE PROPERTY,30,18 STAFFORD ST
20220103,3,PARK ON PRIVATE PROPERTY,30,18 STAFFORD ST
20220103,3,PARK ON PRIVATE PROPERTY,30,18 STAFFORD ST
20220103,3,PARK ON PRIVATE PROPERTY,30,19 WESTERN BATTERY RD
20220103,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,55 BRIDESBURG DR
20220103,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,88 ERSKINE AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,1235 WILSON AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,111 RAGLAN AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,5 SHADY GOLFWAY
20220103,3,PARK ON PRIVATE PROPERTY,30,69 TUBMAN AVE
20220103,3,PARK ON PRIVATE PROPERTY,30,3890 CHESSWOOD DR
20220103,3,PARK ON PRIVATE PROPERTY,30,1 VENDOME PL
20220103,3,PARK ON PRIVATE PROPERTY,30,6020 BATHURST ST
20220103,3,PARK ON PRIVATE PROPERTY,30,6020 BATHURST ST
20220104,3,PARK ON PRIVATE PROPERTY,30,60 CLIPPER RD
20220104,3,PARK ON PRIVATE PROPERTY,30,295 ADELAIDE ST W
20220104,3,PARK ON PRIVATE PROPERTY,30,50 RUDDINGTON DR
20220104,3,PARK ON PRIVATE PROPERTY,30,50 RUDDINGTON DR
20220104,3,PARK ON PRIVATE PROPERTY,30,8 TELEGRAM MEWS
20220104,3,PARK ON PRIVATE PROPERTY,30,50 RUDDINGTON DR
20220104,3,PARK ON PRIVATE PROPERTY,30,8 TELEGRAM MEWS
20220104,3,PARK ON PRIVATE PROPERTY,30,60 RUDDINGTON DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2756 OLD LESLIE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,2756 OLD LESLIE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,109 OSSINGTON AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,106 HUMBER COLLEGE BLVD
20220104,3,PARK ON PRIVATE PROPERTY,30,109 OSSINGTON AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,10 WILLOWRIDGE ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,43 HANNA AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,160 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,15 SUMMERHILL AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,170 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,630 QUEEN ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,32 DAVENPORT RD
20220104,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,32 DAVENPORT RD
20220104,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,180 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,190 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,200 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,200 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,200 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,17 KENASTON GDNS
20220104,3,PARK ON PRIVATE PROPERTY,30,17 KENASTON GDNS
20220104,3,PARK ON PRIVATE PROPERTY,30,2460 WESTON RD
20220104,3,PARK ON PRIVATE PROPERTY,30,200 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,110 MARINE PARADE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,200 CHALKFARM DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,5 MARINER TER
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,72 ESTHER SHINER BLVD
20220104,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,56 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,72 ESTHER SHINER BLVD
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,2315 SHEPPARD AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,3091 DUFFERIN ST
20220104,3,PARK ON PRIVATE PROPERTY,30,3091 DUFFERIN ST
20220104,3,PARK ON PRIVATE PROPERTY,30,60 BYNG AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,60 BYNG AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,60 BYNG AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,60 BYNG AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,630 QUEEN ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,5500 YONGE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,5500 YONGE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2425 FINCH AVENUE WEST
20220104,3,PARK ON PRIVATE PROPERTY,30,58 MARINE PARADE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,150 EAST LIBERTY ST
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,2015 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,603 EVANS AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,GYPSY ROSEWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,2425 JANE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,4091 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,15 VIKING LANE
20220104,3,PARK ON PRIVATE PROPERTY,30,1153 QUEEN ST W
20220104,3,PARK ON PRIVATE PROPERTY,30,255 VILLAGE GREEN SQ
20220104,3,PARK ON PRIVATE PROPERTY,30,5 MICHAEL POWER PL
20220104,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,210 WOOLNER AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,210 WOOLNER AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,255 VILLAGE GREEN SQ
20220104,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,210 WOOLNER AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,101 ERSKINE AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,100 BURROWS HALL BLVD
20220104,3,PARK ON PRIVATE PROPERTY,30,1A RICHVIEW ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,3237 BAYVIEW AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,1 MICHAEL POWER PL
20220104,3,PARK ON PRIVATE PROPERTY,30,1 MICHAEL POWER PL
20220104,3,PARK ON PRIVATE PROPERTY,30,720 KENNEDY ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,3237 BAYVIEW AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,3237 BAYVIEW AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,720 KENNEDY ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,3237 BAYVIEW AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,1 DE BOERS DR
20220104,3,PARK ON PRIVATE PROPERTY,30,3237 BAYVIEW AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,1 DE BOERS DR
20220104,3,PARK ON PRIVATE PROPERTY,30,1 DE BOERS DR
20220104,3,PARK ON PRIVATE PROPERTY,30,3237 BAYVIEW AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,720 KENNEDY ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,1221 MARKHAM RD
20220104,3,PARK ON PRIVATE PROPERTY,30,130 WIDDICOMBE HILL BOULEVARD
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,431 MILITARY TRAIL
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,35 BRIAN PECK CRES
20220104,3,PARK ON PRIVATE PROPERTY,30,25 CARLTON ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,431 MILITARY TRAIL
20220104,3,PARK ON PRIVATE PROPERTY,30,35 BRIAN PECK CRES
20220104,3,PARK ON PRIVATE PROPERTY,30,25 CARLTON ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,431 MILITARY TRAIL
20220104,3,PARK ON PRIVATE PROPERTY,30,130 WIDDICOMBE HILL BOULEVARD
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,25 CARLTON ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,25 CARLTON ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,30 ORDNANCE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,142 WIDDICOMBE HILL BOULEVARD
20220104,3,PARK ON PRIVATE PROPERTY,30,60 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,2 REAN DR
20220104,3,PARK ON PRIVATE PROPERTY,30,60 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,60 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,142 WIDDICOMBE HILL BOULEVARD
20220104,3,PARK ON PRIVATE PROPERTY,30,22 FOREST CREEK PTHWY
20220104,3,PARK ON PRIVATE PROPERTY,30,2 REAN DR
20220104,3,PARK ON PRIVATE PROPERTY,30,60 ANNIE CRAIG DR
20220104,3,PARK ON PRIVATE PROPERTY,30,20 BRUYERES MEWS
20220104,3,PARK ON PRIVATE PROPERTY,30,20 BRUYERES MEWS
20220104,3,PARK ON PRIVATE PROPERTY,30,20 BRUYERES MEWS
20220104,3,PARK ON PRIVATE PROPERTY,30,1700 EGLINTON AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,15 SEWELLS RD
20220104,3,PARK ON PRIVATE PROPERTY,30,1700 EGLINTON AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,153 FARM GREENWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,44 LONGBOURNE DRIVE
20220104,3,PARK ON PRIVATE PROPERTY,30,1700 EGLINTON AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,75 ALFORD CRES
20220104,3,PARK ON PRIVATE PROPERTY,30,20 SHORE BREEZE DR
20220104,3,PARK ON PRIVATE PROPERTY,30,44 LONGBOURNE DRIVE
20220104,3,PARK ON PRIVATE PROPERTY,30,60 PAVANE LINKWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,16 BLOORVIEW PL
20220104,3,PARK ON PRIVATE PROPERTY,30,60 PAVANE LINKWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,44 LONGBOURNE DRIVE
20220104,3,PARK ON PRIVATE PROPERTY,30,44 LONGBOURNE DRIVE
20220104,3,PARK ON PRIVATE PROPERTY,30,60 PAVANE LINKWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,60 PAVANE LINKWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,135 ANTIBES DR
20220104,3,PARK ON PRIVATE PROPERTY,30,60 PAVANE LINKWAY
20220104,3,PARK ON PRIVATE PROPERTY,30,555 BRIMORTON DR
20220104,3,PARK ON PRIVATE PROPERTY,30,38 DAN LECKIE WAY
20220104,3,PARK ON PRIVATE PROPERTY,30,68 ABELL ST
20220104,3,PARK ON PRIVATE PROPERTY,30,115 ANTIBES DR
20220104,3,PARK ON PRIVATE PROPERTY,30,555 BRIMORTON DR
20220104,3,PARK ON PRIVATE PROPERTY,30,320 RICHMOND ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,320 RICHMOND ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,360 BLOOR ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220104,3,PARK ON PRIVATE PROPERTY,30,19 BATHURST ST
20220104,3,PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
20220104,3,PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
20220104,3,PARK ON PRIVATE PROPERTY,30,55 ANN O'REILLY RD
20220104,3,PARK ON PRIVATE PROPERTY,30,2 ELSA VINE WAY
20220104,3,PARK ON PRIVATE PROPERTY,30,51 EAST LIBERTY ST
20220104,3,PARK ON PRIVATE PROPERTY,30,51 EAST LIBERTY ST
20220104,3,PARK ON PRIVATE PROPERTY,30,51 EAST LIBERTY ST
20220104,3,PARK ON PRIVATE PROPERTY,30,145 WOODY VINE WAY
20220104,3,PARK ON PRIVATE PROPERTY,30,360 RIDELLE AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,51 TROLLEY CRES
20220104,3,PARK ON PRIVATE PROPERTY,30,51 TROLLEY CRES
20220104,3,PARK ON PRIVATE PROPERTY,30,26 WELLINGTON ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,51 TROLLEY CRES
20220104,3,PARK ON PRIVATE PROPERTY,30,225 VILLAGE GREEN SQ
20220104,3,PARK ON PRIVATE PROPERTY,30,74 RESSURRECTION ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,4662 KINGSTON RD
20220104,3,PARK ON PRIVATE PROPERTY,30,701 SHEPPARD AVE W
20220104,3,PARK ON PRIVATE PROPERTY,30,4662 KINGSTON RD
20220104,3,PARK ON PRIVATE PROPERTY,30,701 SHEPPARD AVE W
20220104,3,PARK ON PRIVATE PROPERTY,30,701 SHEPPARD AVE W
20220104,3,PARK ON PRIVATE PROPERTY,30,159 DUNDAS ST E
20220104,3,PARK ON PRIVATE PROPERTY,30,1019 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,5791 YONGE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,1019 SHEPPARD AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,28 AVONDALE AVENUE
20220104,3,PARK ON PRIVATE PROPERTY,30,5791 YONGE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,28 AVONDALE AVENUE
20220104,3,PARK ON PRIVATE PROPERTY,30,28 AVONDALE AVENUE
20220104,3,PARK ON PRIVATE PROPERTY,30,4 ELSINORE PATH
20220104,3,PARK ON PRIVATE PROPERTY,30,777 JANE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,28 AVONDALE AVENUE
20220104,3,PARK ON PRIVATE PROPERTY,30,18 HOLMES AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,777 JANE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,18 HOLMES AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,18 HOLMES AVE
20220104,3,PARK ON PRIVATE PROPERTY,30,175 TRUDELLE ST
20220104,3,PARK ON PRIVATE PROPERTY,30,3231 EGLINTON AVE E
20220104,3,PARK ON PRIVATE PROPERTY,30,777 JANE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,50 FOREST MANOR RD
20220104,3,PARK ON PRIVATE PROPERTY,30,250 SCARLETT RD
20220104,3,PARK ON PRIVATE PROPERTY,30,250 SCARLETT RD
20220104,3,PARK ON PRIVATE PROPERTY,30,5 NORTHTOWN WAY
20220104,3,PARK ON PRIVATE PROPERTY,30,245 DALESFORD ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,5 NORTHTOWN WAY
20220104,3,PARK ON PRIVATE PROPERTY,30,6061 YONGE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,6061 YONGE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,240 SCARLETT RD
20220104,3,PARK ON PRIVATE PROPERTY,30,240 SCARLETT RD
20220104,3,PARK ON PRIVATE PROPERTY,30,245 DALESFORD ROAD
20220104,3,PARK ON PRIVATE PROPERTY,30,6061 YONGE STREET
20220104,3,PARK ON PRIVATE PROPERTY,30,1900 SHEPPARD AVE E
